imdb_title_id,title,year,date_published,genre,duration,country,language,director,writer,production_company,avg_vote,votes,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,males_allages_avg_vote,males_allages_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
tt0002452,Independenta Romaniei,1912,1912-09-01,"History, War",120,Romania,,Aristide Demetriade,"Aristide Demetriade, Petre Liciu",Societatea Filmului de Arta Leon Popescu,6.7,187,3,1,6.7,187,6.7,144,7.3,24,6.6,87,6.5,29,6.7,20,5.8,5,7.0,9,6.8,6,5.3,25,6.7,23,6.7,131
tt0003131,Maudite soit la guerre,1914,1914-05-01,"Drama, War",50,Belgium,French,Alfred Machin,Alfred Machin,Belge Cinéma Film,6.7,112,2,2,6.7,112,6.7,79,6.1,16,6.5,34,7.5,28,6.3,11,6.2,4,6.8,4,6.7,3,6.8,23,6.4,9,6.7,76
tt0004972,The Birth of a Nation,1915,1915-03-21,"Drama, History, War",195,USA,,D.W. Griffith,"Thomas Dixon Jr., Thomas Dixon Jr.",David W. Griffith Corp.,6.4,20885,353,94,6.4,20885,6.5,14064,6.3,2890,6.4,7071,6.9,3739,5.8,2314,5.5,565,5.9,1000,6.0,687,6.6,357,6.3,7233,6.5,7837
tt0005149,The Coward,1915,1915-11-14,"Drama, History, War",77,USA,English,"Reginald Barker, Thomas H. Ince","Thomas H. Ince, Thomas H. Ince",Kay-Bee Pictures,6.1,218,15,3,6.1,218,6.1,169,7.2,9,5.4,49,6.2,108,5.9,13,0.0,0,6.0,4,5.7,9,6.0,39,6.0,123,6.0,53
tt0005719,Martyrs of the Alamo,1915,1915-11-21,"Drama, History, War",71,USA,English,Christy Cabanne,"Christy Cabanne, Theodosia Harris",Fine Arts Film Company,5.7,124,5,1,5.7,124,5.7,92,5.1,6,5.0,30,6.1,52,5.1,10,5.5,2,5.5,4,5.2,4,5.5,24,5.8,56,5.4,41
tt0008188,The Little American,1917,1917-07-12,"Drama, Romance, War",80,USA,English,"Cecil B. DeMille, Joseph Levering",Jeanie Macpherson,Mary Pickford Company,5.8,581,12,5,5.8,581,6.1,339,4.9,20,6.2,85,6.2,228,5.0,188,5.0,8,5.0,15,5.0,165,5.8,48,6.0,394,5.7,126
tt0008663,Terje Vigen,1917,1917-01-29,"Drama, War",48,Sweden,,Victor Sjöström,Henrik Ibsen,Svenska Biografteatern AB,7.4,1384,11,9,7.4,1384,7.4,1021,7.5,209,7.4,466,7.2,325,7.3,167,7.0,38,7.3,65,7.7,63,7.1,116,7.3,396,7.4,736
tt0009150,Hearts of the World,1918,1918-06-01,"Drama, War",117,USA,English,D.W. Griffith,"D.W. Griffith, D.W. Griffith",D.W. Griffith Productions,6.4,872,14,11,6.4,872,6.5,524,6.4,52,6.3,155,6.7,303,6.1,205,6.9,14,6.5,33,5.4,156,6.7,73,6.4,450,6.4,262
tt0009611,Shoulder Arms,1918,1918-10-27,"Comedy, War",45,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,7.3,5411,35,21,7.3,5411,7.3,3759,7.3,794,7.3,1665,7.3,1206,7.4,714,7.3,109,7.4,228,7.7,369,7.0,259,7.4,1643,7.3,2492
tt0009915,Behind the Door,1919,1919-12-14,"Drama, Thriller, War",70,USA,English,Irvin Willat,"Gouverneur Morris, Luther Reed",Thomas H. Ince Corporation,7.1,141,5,6,7.1,141,7.0,110,7.5,9,7.2,38,6.9,60,7.5,6,9.5,2,7.5,2,5.0,2,6.3,33,7.7,44,6.5,67
tt0010307,J'accuse,1919,1919-04-25,"Drama, Horror, War",166,France,French,Abel Gance,Abel Gance,Pathé Frères,7.7,1303,15,25,7.7,1303,7.7,919,7.8,126,7.8,377,7.6,395,7.8,187,7.4,25,7.8,50,7.9,108,7.3,118,7.8,499,7.7,552
tt0012190,The Four Horsemen of the Apocalypse,1921,1923-01-08,"Drama, Romance, War",150,USA,None,Rex Ingram,"Vicente Blasco Ibáñez, June Mathis",Metro Pictures Corporation,7.2,2935,44,16,7.2,2935,7.1,1848,7.1,158,7.0,724,7.2,937,7.3,665,6.5,55,7.4,205,7.6,402,6.7,177,7.3,1486,7.0,919
tt0014672,America,1924,1924-02-21,"Drama, History, War",141,USA,,D.W. Griffith,"Robert W. Chambers, Robert W. Chambers",D.W. Griffith Productions,6.4,332,10,2,6.4,332,6.2,228,5.6,15,6.0,88,6.5,119,6.6,20,7.2,5,6.4,8,6.5,6,6.3,51,6.5,119,6.1,124
tt0015624,The Big Parade,1925,1926-01-01,"Drama, Romance, War",151,USA,,"King Vidor, George W. Hill","Laurence Stallings, Harry Behn",Metro-Goldwyn-Mayer (MGM),7.9,5839,53,53,7.9,5839,7.9,3990,7.7,472,7.9,1850,8.0,1593,7.9,929,7.7,114,7.7,307,8.3,498,7.7,237,8.1,2463,7.7,2230
tt0016643,The Better 'Ole,1926,1926-10-23,"Comedy, War, Drama",95,USA,"English, German",Charles Reisner,"Bruce Bairnsfather, Arthur Eliot",Warner Bros.,6.4,214,9,1,6.4,214,6.3,140,6.2,4,5.9,34,6.5,101,6.2,23,7.5,2,5.2,6,6.4,14,6.0,47,6.1,134,6.5,26
tt0016947,Hands Up!,1926,1926-01-11,"Action, Comedy, War",60,USA,English,Clarence G. Badger,"Reggie Morris, Monte Brice",Paramount Pictures,6.5,199,9,3,6.5,199,6.5,151,6.9,14,6.7,61,6.2,71,6.3,17,0.0,0,5.1,6,6.8,11,6.4,38,6.5,74,6.5,90
tt0017120,Mare Nostrum,1926,1926-08-29,"Drama, War",102,USA,English,Rex Ingram,"Vicente Blasco Ibáñez, Willis Goldbeck",Metro-Goldwyn Pictures Corporation,6.8,302,11,4,6.8,302,6.8,204,6.5,10,6.6,56,7.0,133,6.6,35,8.0,4,6.6,10,6.4,19,6.4,55,6.9,156,6.5,72
tt0017540,What Price Glory,1926,1926-11-23,"Comedy, Drama, War",116,USA,,Raoul Walsh,"Maxwell Anderson, Malcolm Stuart Boylan",Fox Film Corporation,6.8,335,8,7,6.8,335,6.8,246,6.2,13,6.8,63,7.0,164,6.0,44,4.8,5,7.1,7,6.1,32,5.9,64,7.2,174,6.2,109
